Gender,Age
Male,53
Male,47
Male,23
Male,32
Male,39
Male,18
Male,22
Male,35
Female,34
Male,47
Male,25
Male,31
Male,41
Male,30
Male,37
Male,28
Male,42
Male,36
Male,49
Male,71
Male,33
Male,39
Male,23
Male,29
Male,34
Male,43
Male,24
Male,29
Male,34
Male,75
Male,68
Male,34
Male,27
Male,39
Male,24
Male,36
Male,33
Male,41
Male,48
Male,21
Male,24
Male,27
Male,32
Male,67
Male,49
Male,42
Male,36
Male,36
Male,19
Male,54
Male,25
Female,17
Male,61
Male,29
Male,56
Male,40
Male,45
Male,26
Male,26
Male,59
Female,17
Male,68
Male,24
Male,34
Male,26
Male,29
Male,33
Female,39
Male,45
Male,35
Male,26
Male,42
Male,31
Male,48
Male,31
Male,54
Male,17
Male,59
Male,42
Male,23
Female,38
Male,29
Male,45
Male,28
Male,37
Male,28
Male,28
Male,51
Male,36
Male,59
Male,25
Male,26
Male,74
Male,33
Male,27
Male,57
Male,46
Male,41
Male,61
Male,45
Male,35
Male,49
Male,45
Male,23
Male,46
Male,23
Male,21
Male,35
Male,27
Male,37
Male,16
Male,51
Male,25
Male,34
Male,34
Male,56
Male,26
Male,24
Female,43
Male,31
Male,32
Male,30
Male,50
Female,20
Male,31
Male,38
Male,77
Male,41
Male,51
Male,50
Male,42
Male,39
Male,47
Male,37
Male,41
Male,16
Male,30
Male,27
Male,43
Male,31
Male,42
Male,21
Male,49
Female,34
Male,27
Male,24
Male,17
Male,34
Female,28
Male,28
Male,40
Female,37
Male,49
Male,43
Male,35
Male,20
Male,25
Male,25
Male,26
Male,28
Male,45
Male,36
Male,34
Male,37
Male,48
Male,19
Male,29
Male,40
Male,35
Female,43
Male,58
Male,46
Male,30
Male,27
Male,31
Male,23
Male,37
Male,64
Male,31
Male,39
Male,31
Male,25
Male,54
Male,53
Male,37
Male,35
Male,59
Male,36
Male,32
Male,41
Male,29
Male,53
Male,26
Male,27
Male,28
Male,52
Male,20
Male,22
Male,49
Male,24
Female,24
Male,47
Female,49
Male,64
Male,16
Male,20
Male,36
Male,39
Male,18
Male,31
Male,24
Male,63
Male,34
Male,44
Male,60
Male,42
Male,21
Male,37
Male,36
Male,21
Male,24
Male,38
Male,29
Male,57
Male,23
Male,27
Male,28
Male,63
Female,53
Male,35
Male,56
Male,39
Male,23
Male,40
Female,26
Male,42
Male,41
Male,26
Male,29
Male,49
Male,54
Male,36
Male,21
Female,27
Male,37
Male,36
Male,32
Male,63
Male,44
Male,27
Male,38
Male,17
Male,50
Male,31
Male,34
Male,51
Male,56
Male,23
Male,25
Male,31
Male,32
Male,60
Male,42
Male,39
Male,28
Male,54
Male,22
Male,29
Male,31
Male,28
Male,21
Male,38
Male,66
Male,36
Male,83
Male,32
Male,27
Male,26
Male,31
Male,22
Male,41
Male,41
Male,51
Male,72
Male,52
Male,47
Male,18
Male,29
Male,23
Male,43
Male,45
Male,40
Male,44
Male,25
Male,35
Male,37
Male,59
Male,35
Male,18
Male,51
Male,30
Male,31
Male,39
Male,26
Male,51
Male,19
Female,46
Male,49
Male,63
Male,20
Male,25
Male,24
Male,58
Male,29
Male,76
Male,45
Male,20
Male,58
Male,21
Male,27
Male,26
Male,33
Male,27
Female,25
Male,53
Male,53
Male,42
Male,22
Male,52
Male,36
Male,30
Male,34
Male,44
Male,53
Male,36
Male,29
Male,32
Male,46
Male,18
Male,72
Male,38
Male,21
Male,35
Male,58
Male,48
Male,31
Male,47
Male,34
Male,30
Male,28
Male,28
Male,46
Male,40
Male,37
Male,53
Male,41
Male,42
Male,45
Male,34
Male,18
Male,27
Male,54
Male,35
Male,17
Male,29
Male,52
Male,38
Female,39
Male,26
Male,22
Male,29
Male,43
Male,24
Male,32
Male,40
Male,25
Male,47
Male,40
Female,31
Male,36
Male,62
Male,51
Male,24
Male,39
Male,24
Male,57
Male,20
Male,33
Male,60
Male,32
Male,40
Male,18
Male,36
Male,35
Male,55
Male,19
Male,39
Male,40
Male,47
Male,23
Male,26
Male,26
Male,46
Male,36
Male,18
Male,33
Male,56
Male,50
Female,45
Male,30
Male,53
Male,45
Male,42
Male,27
Male,36
Male,58
Male,54
Male,30
Male,69
Male,30
Male,45
Male,22
Male,28
Male,19
Male,40
Male,86
Male,46
Male,28
Male,22
Female,17
Male,46
Male,35
Male,35
Male,28
Male,15
Male,22
Male,28
Male,31
Female,40
Male,48
Male,58
Male,44
Male,21
Male,50
Male,23
Male,24
Male,49
Male,60
Male,35
Male,29
Male,20
Male,34
Male,22
Male,49
Male,32
Male,26
Male,41
Male,61
Male,49
Male,28
Male,35
Male,29
Male,51
Male,52
Male,24
Male,32
Male,45
Male,60
Male,23
Male,59
Male,27
Male,46
Male,33
Male,40
Male,42
Male,37
Male,23
Male,36
Male,19
Male,35
Male,25
Male,43
Male,20
Male,42
Male,42
Male,31
Male,29
Male,18
Male,33
Male,59
Male,47
Male,39
Male,37
Male,35
Male,28
Male,59
Male,62
Male,50
Male,68
Male,27
Male,17
Male,38
Male,21
Male,54
Male,20
Male,25
Male,31
Male,35
Male,36
Male,60
Male,24
Male,27
Male,20
Male,24
Male,23
Male,41
Male,20
Male,76
Male,43
Male,25
Male,29
Male,35
Male,30
Male,24
Male,23
Male,29
Male,27
Male,23
Male,50
Male,19
Male,24
Male,22
Male,46
Male,65
Male,43
Male,35
Male,54
Male,47
Male,24
Male,35
Male,25
Male,26
Male,27
Male,34
Male,31
Male,32
Male,47
Female,44
Male,44
Male,30
Male,60
Male,50
Male,36
Male,59
Male,33
Male,19
Male,56
Male,45
Male,22
Male,41
Male,34
Male,53
Male,48
Male,25
Male,30
Male,47
Male,33
Male,34
Male,52
Male,29
Male,63
Male,49
Male,18
Male,71
Male,35
Male,55
Male,31
Male,18
Male,51
Male,39
Male,20
Male,29
Male,40
Male,42
Male,22
Male,19
Male,24
Male,30
Male,53
Male,25
Male,28
Male,33
Male,24
Male,59
Male,46
Male,15
Male,41
Male,77
Male,22
Male,24
Male,34
Male,48
Male,24
Male,27
Female,30
Male,27
Male,27
Male,49
Male,38
Male,26
Male,30
Male,53
Male,43
Male,23
Male,34
Male,30
Male,29
Male,47
Male,35
Male,40
Male,18
Male,24
Male,29
Male,44
Male,19
Male,50
Male,17
Male,57
Male,30
Male,38
Male,31
Male,39
Male,29
Male,26
Male,64
Male,36
Male,36
Male,21
Male,53
Male,57
Male,30
Male,34
Male,53
Male,45
Male,22
Male,22
Male,46
Male,27
Male,42
Male,30
Male,54
Male,29
Male,41
Male,28
Male,61
Male,23
Male,25
Male,29
Male,20
Male,40
Male,45
Male,33
Male,76
Male,47
Male,45
Male,40
Male,37
Male,49
Male,27
Male,36
Male,23
Male,21
Male,32
Male,35
Female,28
Male,59
Male,28
Male,45
Male,45
Male,19
Male,25
Male,37
Male,33
Male,59
Male,31
Male,35
Male,29
Male,32
Male,41
Male,31
Male,44
Male,23
Male,45
Male,39
Male,67
Male,29
Male,25
Male,28
Male,21
Male,32
Male,51
Male,39
Male,27
Male,31
Male,50
Male,32
Male,47
Male,46
Male,57
Male,23
Male,56
Male,24
Male,27
Female,23
Male,21
Male,26
Male,34
Male,32
Male,33
Male,55
Male,26
Male,48
Male,35
Male,19
Male,45
Male,28
Male,42
Male,17
Male,30
Male,21
Male,33
Male,45
Male,46
Male,23
Female,37
Male,43
Male,40
Male,31
Male,59
Male,46
Male,37
Male,28
Male,28
Male,26
Female,55
Male,29
Male,45
Male,27
Male,31
Male,51
Male,50
Male,27
Male,18
Male,39
Male,46
Male,19
Female,62
Male,49
Male,31
Male,38
Male,40
Male,35
Male,34
Male,44
Male,23
Male,43
Male,31
Male,27
Female,46
Male,18
Male,59
Male,57
Male,15
Male,25
Female,50
Male,31
Male,35
Male,27
Male,20
Male,27
Male,45
Male,33
Male,22
Male,28
Male,31
Male,28
Male,53
Male,30
Male,39
Male,40
Male,30
Male,21
Male,35
Male,21
Male,47
Male,38
Male,36
Male,53
Male,34
Male,34
Male,30
Male,28
Male,47
Male,49
Male,36
Male,45
Female,21
Male,18
Male,25
Male,29
Male,57
Male,34
Male,35
Male,18
Male,62
Male,29
Male,25
Male,30
Male,33
Male,56
Male,49
Male,20
Male,62
Male,62
Male,6
Male,30
Male,57
Male,18
Male,47
Male,48
Male,20
Male,30
Female,36
Male,51
Male,55
Male,48
Male,20
Male,25
Male,26
Male,45
Male,35
Male,63
Male,34
Male,36
Male,22
Male,31
Male,25
Male,57
Male,32
Male,42
Male,52
Male,25
Male,25
Male,31
Male,39
Male,32
Male,16
Male,24
Male,28
Male,25
Male,41
Male,28
Male,21
Male,30
Male,58
Male,47
Male,25
Male,44
Male,34
Male,27
Male,34
Male,39
Male,29
Male,24
Male,47
Male,45
Male,28
Male,49
Male,50
Male,45
Male,32
Male,24
Male,23
Male,52
Female,37
Male,26
Male,58
Male,50
Male,22
Male,53
Male,69
Male,23
Male,29
Male,25
Male,18
Male,31
Male,23
Male,18
Male,35
Female,27
Male,28
Male,26
Male,32
Male,36
Male,66
Male,47
Male,21
Male,24
Male,51
Male,60
Female,61
Male,38
Male,35
Male,46
Male,48
Male,36
Male,33
Male,66
Male,51
Male,34
Male,55
Male,54
Male,36
Male,25
Male,24
Male,28
Male,36
Male,20
Male,49
Female,51
Male,21
Male,30
Male,32
Male,33
Male,52
Male,56
Female,48
Male,39
Male,19
Male,45
Male,33
Male,51
Male,25
Male,24
Female,22
Male,32
Male,58
Male,24
Male,26
Male,30
Male,31
Male,34
Male,48
Male,21
Male,39
Male,25
Male,30
Male,61
Male,56
Male,29
Male,19
Male,35
Male,36
Male,54
Male,24
Male,23
Male,18
Male,31
Male,41
Female,55
Male,19
Male,38
Male,36
Male,34
Male,52
Male,28
Female,50
Male,55
Male,39
Male,23
Male,30
Male,37
Male,54
Male,37
Male,30
Male,27
Male,22
Male,29
Male,39
Male,33
Male,52
Male,28
Male,54
Male,38
Male,32
Male,34
Male,26
Male,50
Male,37
Female,45
Male,56
Male,45
Male,32
Female,12
Male,49
Male,58
Male,29
Male,60
Male,40
Male,39
Male,26
Male,24
Male,34
Male,27
Male,44
Female,25
Male,55
Male,19
Male,52
Male,24
Male,38
Male,31
Male,26
Male,33
Male,28
Male,27
Male,39
Male,29
Male,36
Male,55
Male,28
Male,40
Male,33
Male,37
Male,39
Male,43
Male,38
Male,55
Male,52
Male,32
Male,31
Male,27
Male,40
Female,31
Male,30
Male,26
Female,32
Male,33
Male,19
Male,33
Male,29
Female,41
Male,29
Male,38
Male,64
Male,42
Male,42
Male,37
Male,46
Male,25
Male,62
Male,36
Male,21
Male,30
Male,53
Male,31
Male,22
Male,24
Male,36
Male,47
Male,54
Male,43
Male,38
Male,30
Male,51
Male,55
Male,16
Male,23
Male,36
Male,27
Male,33
Male,17
Male,22
Male,22
Male,29
Male,41
Male,67
Male,36
Male,52
Male,56
Male,35
Male,45
Male,30
Male,29
Male,53
Female,32
Male,22
Male,29
Male,24
Male,19
Male,26
Male,50
Male,29
Male,52
Male,39
Male,51
Male,48
Male,30
Male,37
Male,25
Male,30
Male,35
Male,32
Male,35
Male,31
Male,30
Male,23
Male,41
Male,45
Male,46
Female,36
Female,31
Male,32
Female,38
Male,33
Male,45
Male,38
Male,22
Male,48
Male,36
Male,39
Male,26
Male,16
Male,58
Male,27
Male,26
Male,21
Male,37
Male,56
Male,19
Male,38
Male,18
Male,35
Male,23
Male,41
Male,44
Male,24
Male,39
Male,22
Male,37
Male,36
Male,41
Male,27
Male,66
Male,30
Male,34
Male,22
Male,51
Male,42
Male,41
Male,49
Male,45
Male,45
Male,42
Male,41
Male,27
Male,37
Male,22
Male,21
Male,50
Male,23
Male,25
Male,51
Male,46
Male,23
Male,37
Male,20
Male,43
Male,45
Male,16
Male,30
Male,26
Male,24
Female,38
Male,28
Male,29
Male,34
Male,38
Male,43
Male,23
Male,33
Male,40
Male,38
Male,53
Male,29
Male,30
Male,49
Male,60
Female,25
Male,24
Male,21
Male,23
Male,61
Male,54
Male,62
Male,16
Male,76
Male,25
Male,28
Male,25
Male,33
Male,51
Male,34
Male,30
Male,44
Male,24
Male,29
Male,48
Male,19
Male,22
Male,39
Male,36
Male,55
Male,46
Male,34
Female,27
Male,33
Male,18
Male,33
Male,46
Male,51
Female,50
Male,33
Male,25
Male,52
Male,31
Male,18
Male,43
Male,34
Male,65
Male,37
Male,30
Male,48
Female,36
Male,25
Male,69
Male,50
Male,52
Male,44
Male,60
Female,40
Male,20
Male,45
Male,44
Male,40
Female,25
Male,43
Male,27
Male,19
Male,39
Male,30
Male,28
Male,22
Male,16
Male,40
Male,38
Male,20
Male,35
Male,52
Male,26
Male,54
Male,38
Male,52
Male,26
Male,53
Female,35
Male,22
Male,31
Male,32
Male,37
Male,28
Male,18
Male,41
Male,15
Male,38
Male,41
Male,52
Male,48
Male,29
Male,51
Male,21
Male,24
Male,18
Male,30
Male,33
Female,60
Male,28
Male,26
Female,24
Male,44
Male,36
Male,34
Male,21
Male,37
Male,53
Male,45
Male,24
Male,48
Male,42
Male,33
Male,55
Male,28
Male,25
Male,28
Male,52
Male,59
Male,52
Male,39
Male,18
Male,40
Male,36
Male,38
Female,26
Male,29
Male,37
Male,29
Male,21
Male,33
Male,33
Male,23
Male,26
Male,59
Male,29
Male,28
Male,35
Male,33
Male,24
Male,28
Male,19
Male,43
Male,59
Male,34
Male,35
Male,23
Male,36
Male,46
Male,44
Male,20
Male,30
Female,29
Male,35
Male,36
Male,22
Male,31
Male,63
Male,38
Male,31
Male,27
Male,35
Male,22
Male,28
Male,26
Male,22
Male,57
Male,31
Male,43
Male,24
Male,29
Male,43
Male,21
Male,19
Male,25
Male,59
Male,50
Male,58
Male,25
Male,32
Male,53
Male,38
Male,70
Male,33
Male,36
Male,21
Male,51
Male,43
Male,18
Male,33
Male,34
Male,31
Male,35
Male,31
Male,31
Male,23
Male,25
Male,25
Male,21
Male,49
Male,63
Male,43
Male,34
Male,38
Male,52
Male,68
Male,31
Male,29
Male,32
Male,50
Male,27
Male,31
Male,29
Male,23
Male,61
Male,33
Male,18
Male,80
Male,43
Male,50
Male,47
Male,54
Male,22
Male,43
Male,38
Male,21
Male,36
Male,30
Male,34
Male,17
Male,37
Male,25
Male,30
Male,23
Male,20
Male,19
Male,50
Male,24
Male,25
Male,20
Male,37
Male,44
Male,22
Male,31
Male,25
Male,29
Male,36
Male,50
Female,42
Male,42
Male,26
Male,19
Male,59
Male,36
Male,51
Male,27
Male,22
Male,30
Male,28
Male,63
Male,32
Male,26
Male,25
Male,27
Male,61
Male,30
Male,37
Male,41
Male,25
Male,24
Male,44
Male,63
Male,30
Male,58
Male,35
Male,50
Male,40
Male,19
Male,34
Male,18
Male,21
Male,37
Male,29
Male,49
Female,24
Male,32
Male,65
Male,37
Male,33
Male,63
Male,30
Male,40
Male,38
Male,50
Male,41
Male,41
Male,39
Male,44
Male,23
Male,32
Male,56
Male,33
Male,63
Male,31
Male,26
Male,57
Male,39
Male,43
Male,42
Male,29
Male,56
Male,31
Male,50
Male,36
Male,50
Male,34
Male,49
Male,31
Male,36
Male,29
Male,32
Male,18
Male,50
Male,36
Male,33
Male,17
Male,19
Male,24
Male,24
Male,20
Male,41
Male,47
Male,18
Male,31
Male,27
Male,36
Male,59
Female,40
Male,32
Male,38
Male,18
Male,32
Female,23
Male,43
Male,67
Male,22
Male,31
Male,43
Male,34
Male,51
Male,31
Male,54
Male,69
Male,58
Male,26
Male,31
Male,59
Male,25
Male,20
Male,69
Male,57
Male,56
Male,64
Male,34
Male,45
Male,14
Male,44
Male,54
Male,59
Male,33
Male,22
Male,49
Male,36
Male,23
Male,38
Male,53
Male,29
Male,42
Male,25
Male,18
Male,55
Male,36
Male,32
Male,53
Male,30
Male,27
Male,37
Male,29
Male,40
Male,36
Male,38
Male,29
Male,59
Male,47
Male,22
Male,31
Male,29
Male,54
Male,71
Male,36
Male,34
Male,49
Male,36
Male,43
Male,53
Male,63
Male,31
Male,32
Male,41
Male,26
Male,49
Male,82
Male,37
Male,24
Male,56
Female,35
Male,28
Male,36
Male,22
Male,59
Male,36
Male,21
Male,38
Male,60
Male,18
Male,23
Male,38
Male,40
Male,22
Male,38
Male,25
Male,25
Male,36
Male,44
Male,36
Male,35
Male,25
Male,65
Male,31
Male,70
Male,25
Male,55
Male,35
Male,25
Male,32
Male,38
Male,32
Male,64
Male,55
Male,69
Male,37
Male,31
Male,86
Male,25
Male,25
Male,13
Male,32
Male,34
Male,69
Male,46
Male,40
Male,29
Male,29
Male,42
Male,25
Male,45
Male,55
Male,22
Male,61
Female,46
Male,30
Male,56
Male,35
Male,22
Male,23
Male,43
Male,43
Male,49
Male,23
Male,41
Male,33
Male,30
Male,25
Male,52
Male,32
Male,46
Male,48
Male,38
Male,26
Male,32
Male,28
Male,53
Male,38
Male,18
Male,32
Male,37
Male,18
Male,20
Male,28
Male,18
Male,16
Male,36
Male,57
Male,49
Male,31
Male,26
Male,51
Male,28
Male,35
Male,57
Male,36
Male,42
Male,49
Male,62
Male,21
Male,39
Female,53
Male,41
Male,40
Male,50
Male,27
Male,19
Male,26
Male,44
Male,30
Male,31
Male,33
Male,22
Male,50
Male,46
Male,38
Male,23
Male,24
Male,26
Male,38
Female,26
Male,32
Male,50
Male,17
Male,39
Male,28
Female,66
Male,42
Male,34
Male,38
Male,24
Male,28
Male,29
Male,58
Female,23
Male,21
Male,45
Male,38
Male,40
Male,19
Male,46
Male,25
Female,25
Male,37
Male,25
Male,36
Male,32
Male,33
Male,24
Male,37
Male,38
Male,45
Male,31
Male,34
Male,23
Male,38
Female,39
Male,55
Female,31
Male,76
Male,59
Male,40
Male,23
Male,64
Female,56
Male,26
Male,35
Male,49
Male,36
Male,56
Male,59
Male,34
Male,33
Male,43
Male,43
Male,31
Male,17
Male,32
Male,31
Male,19
Male,23
Male,26
Male,45
Male,36
Male,41
Male,53
Male,24
Male,47
Male,40
Male,29
Male,38
Male,22
Male,21
Male,25
Male,37
Male,48
Male,37
Male,56
Male,35
Male,25
Male,25
Male,48
Male,26
Male,29
Male,15
Male,55
Male,21
Male,24
Male,18
Male,19
Male,27
Male,45
Male,36
Male,34
Male,23
Male,43
Male,43
Male,19
Male,45
Male,37
Male,23
Male,26
Male,20
Male,50
Male,59
Male,33
Male,48
Male,18
Male,23
Male,41
Male,41
Male,55
Male,29
Male,31
Male,25
Male,38
Male,83
Male,22
Male,33
Male,36
Male,38
Male,26
Male,29
Male,55
Male,47
Male,52
Male,49
Male,31
Male,37
Male,37
Male,36
Male,20
Male,30
Male,35
Male,35
Male,36
Male,53
Male,39
Male,30
Female,44
Male,24
Male,73
Male,31
Male,28
Male,18
Male,32
Male,60
Male,36
Male,48
Male,33
Male,44
Male,20
Male,37
Male,72
Male,52
Male,31
Male,46
Male,31
Male,25
Male,46
Male,38
Male,25
Male,27
Male,24
Male,19
Male,31
Male,55
Male,18
Female,53
Male,48
Male,29
Male,30
Male,33
Male,61
Male,35
Female,71
Male,41
Male,36
Male,28
Male,52
Male,21
Male,31
Male,33
Male,46
Male,32
Male,42
Male,17
Male,44
Male,35
Male,23
Male,21
Male,53
Male,63
Male,18
Male,51
Male,64
Male,45
Male,20
Male,41
Male,23
Male,32
Male,25
Male,42
Male,41
Male,31
Male,50
Male,38
Male,44
Male,38
Male,21
Male,32
Male,23
Male,41
Male,41
Male,38
Male,54
Male,20
Male,26
Male,29
Male,47
Male,28
Male,48
Female,37
Male,34
Male,33
Male,36
Male,43
Male,32
Male,29
Male,39
Male,16
Male,40
Female,21
Male,50
Male,19
Male,28
Male,25
Male,49
Male,44
Male,39
Male,44
Male,50
Male,57
Male,57
Male,33
Male,21
Male,52
Male,27
Male,60
Male,25
Male,34
Male,22
Male,26
Male,27
Male,29
Male,30
Male,18
Male,32
Male,37
Male,54
Male,50
Male,28
Male,59
Male,24
Male,34
Male,25
Male,48
Male,45
Male,25
Male,17
Male,53
Male,18
Male,50
Male,36
Male,45
Male,42
Male,23
Male,31
Male,18
Male,26
Male,57
Male,27
Male,41
Male,33
Male,22
Male,38
Male,26
Male,45
Male,23
Male,68
Male,56
Male,45
Male,41
Male,33
Male,22
Male,50
Male,52
Male,18
Male,35
Male,18
Male,34
Male,51
Male,29
Male,34
Male,25
Male,26
Male,33
Male,17
Male,25
Male,31
Male,25
Female,18
Female,55
Male,45
Male,25
Male,23
Male,37
Male,33
Male,27
Male,32
Male,31
Male,26
Male,32
Male,53
Male,19
Male,53
Male,35
Male,64
Male,24
Male,33
Male,55
Male,17
Male,48
Male,21
Male,22
Male,30
Male,34
Male,35
Male,32
Male,22
Male,46
Male,27
Male,18
Male,33
Male,26
Male,27
Male,26
Male,51
Male,63
Male,38
Male,25
Male,39
Male,41
Male,26
Female,30
Male,33
Male,54
Male,38
Male,24
Male,47
Male,62
Male,30
Female,33
Male,23
Male,39
Female,46
Male,36
Male,66
Male,27
Male,40
Male,25
Male,20
Male,43
Male,40
Male,33
Male,34
Male,27
Male,25
Male,37
Male,32
Male,25
Male,38
Male,50
Male,70
Male,26
Male,41
Male,91
Male,25
Male,24
Male,29
Male,40
Male,51
Male,30
Male,33
Male,28
Male,23
Male,23
Male,20
Male,56
Male,36
Male,18
Male,43
Female,16
Male,29
Male,25
Male,34
Male,32
Male,32
Male,58
Male,36
Male,25
Female,59
Male,25
Male,25
Male,42
Male,36
Male,59
Female,21
Male,19
Male,45
Male,42
Male,27
Male,45
Male,42
Male,24
Male,39
Male,18
Male,26
Male,35
Male,53
Male,56
Male,54
Male,36
Male,51
Male,45
Male,28
Male,36
Male,73
Male,26
Male,41
Male,59
Male,28
Male,45
Male,27
Male,46
Male,30
Male,46
Male,47
Male,32
Male,65
Male,19
Male,22
Male,39
Male,38
Male,68
Male,49
Male,37
Male,33
Male,25
Male,36
Male,36
Male,30
Male,39
Male,28
Male,28
Male,25
Male,57
Male,35
Male,24
Male,33
Male,56
Male,56
Male,16
Male,47
Male,33
Male,32
Male,21
Male,64
Male,19
Male,55
Male,25
Female,17
Male,25
Male,43
Male,39
Male,24
Male,70
Male,15
Male,79
Male,16
Male,35
Male,24
Male,53
Male,20
Male,27
Male,57
Male,53
Male,32
Male,26
Male,53
Male,32
Male,25
Male,15
Male,59
Male,35
Male,33
Male,32
Male,49
Male,46
Male,25
Male,48
Male,20
Male,24
Male,18
Male,67
Male,26
Female,54
Male,15
Male,62
Male,24
Male,27
Male,26
Male,32
Male,29
Male,16
Male,25
Male,39
Male,34
Male,36
Male,24
Female,50
Male,50
Male,51
Male,30
Male,35
Male,46
Male,37
Male,41
Male,41
Male,48
Female,27
Male,29
Male,47
Male,34
Male,48
Female,41
Male,25
Male,24
Male,38
Male,28
Male,47
Male,65
Male,58
Male,33
Male,43
Male,24
Male,37
Male,21
Male,65
Male,59
Male,74
Male,24
Male,23
Male,59
Male,33
Male,34
Male,30
Male,22
Male,35
Male,37
Male,20
Male,62
Male,18
Male,24
Male,17
Male,27
Male,51
Male,29
Male,34
Male,18
Male,17
Male,55
Male,44
Male,27
Male,66
Male,45
Male,47
Male,34
Male,37
Male,54
Male,50
Male,21
Male,21
Male,35
Male,75
Male,45
Male,30
Male,48
Male,58
Male,29
Male,44
Male,82
Male,53
Male,60
Male,19
Male,45
Male,63
Male,50
Male,35
Male,24
Male,36
Male,35
Male,33
Male,20
Male,66
Male,54
Male,40
Male,41
Male,30
Male,32
Female,24
Male,37
Female,28
Male,48
Female,30
Male,64
Male,21
Male,28
Male,40
Male,32
Male,50
Male,33
Male,37
Male,17
Male,20
Male,34
Male,37
Male,47
Male,20
Male,56
Male,24
Male,47
Male,36
Male,35
Male,37
Male,45
Male,23
Male,37
Male,23
Male,33
Male,23
Male,37
Male,19
Male,53
Male,45
Male,28
Male,36
Male,32
Male,39
Male,46
Male,34
Female,29
Male,53
Male,45
Male,24
Male,51
Male,35
Male,27
Male,33
Male,30
Male,22
Female,50
Male,28
Male,34
Male,24
Male,54
Male,26
Male,39
Male,34
Male,27
Male,48
Male,47
Male,33
Male,40
Male,55
Male,56
Male,42
Male,34
Male,29
Female,40
Male,23
Female,25
Male,52
Male,43
Male,37
Male,32
Male,70
Male,36
Male,24
Male,24
Male,38
Male,52
Male,27
Male,22
Male,42
Male,49
Male,59
Male,41
Male,34
Male,31
Male,23
Male,28
Male,33
Male,16
Male,35
Female,62
Male,25
Male,46
Male,39
Male,25
Male,31
Male,32
Male,31
Male,48
Male,28
Male,32